gene_id,gene_name,gene_type,LC-PT-45_SC_01,LC-PT-45_SC_02,LC-PT-45_SC_04,LC-PT-45_SC_05,LC-PT-45_SC_06,LC-PT-45_SC_09,LC-PT-45_SC_10,LC-PT-45_SC_13,LC-PT-45_SC_14,LC-PT-45_SC_15,LC-PT-45_SC_23,LC-PT-45_SC_28,LC-PT-45_SC_30,LC-PT-45_SC_34,LC-PT-45_SC_35,LC-PT-45_SC_45,LC-PT-45_SC_49,LC-PT-45_SC_50,LC-PT-45_SC_53,LC-PT-45_SC_54,LC-PT-45_SC_58,LC-PT-45_SC_61,LC-PT-45_SC_65,LC-PT-45_SC_67,LC-PT-45_SC_72,LC-PT-45_SC_76,LC-PT-45_SC_77,LC-PT-45_SC_79,LC-PT-45_SC_87,LC-PT-45_SC_88,LC-PT-45_SC_91,LC-PT-45_SC_93,LC-PT-45_SC_94,LC-PT-45_SC_95,LC-PT-45-Re_SC01,LC-PT-45-Re_SC06,LC-PT-45-Re_SC08,LC-PT-45-Re_SC09,LC-PT-45-Re_SC11,LC-PT-45-Re_SC13,LC-PT-45-Re_SC17,LC-PT-45-Re_SC22,LC-PT-45-Re_SC25,LC-PT-45-Re_SC26,LC-PT-45-Re_SC28,LC-PT-45-Re_SC31,LC-PT-45-Re_SC33,LC-PT-45-Re_SC36,LC-PT-45-Re_SC38,LC-PT-45-Re_SC39,LC-PT-45-Re_SC40,LC-PT-45-Re_SC43,LC-PT-45-Re_SC44,LC-PT-45-Re_SC46,LC-PT-45-Re_SC47,LC-PT-45-Re_SC51,LC-PT-45-Re_SC53,LC-PT-45-Re_SC54,LC-PT-45-Re_SC55,LC-PT-45-Re_SC56,LC-PT-45-Re_SC57,LC-PT-45-Re_SC59,LC-PT-45-Re_SC61,LC-PT-45-Re_SC67,LC-PT-45-Re_SC69,LC-PT-45-Re_SC70,LC-PT-45-Re_SC71,LC-PT-45-Re_SC72,LC-PT-45-Re_SC78,LC-PT-45-Re_SC80,LC-PT-45-Re_SC84,LC-PT-45-Re_SC85,LC-PT-45-Re_SC87,LC-PT-45-Re_SC89,LC-PT-45-Re_SC90,LC-PT-45-Re_SC91,LC-PT-45-Re_SC92,LC-MBT-15_SC02,LC-MBT-15_SC07,LC-MBT-15_SC08,LC-MBT-15_SC09,LC-MBT-15_SC10,LC-MBT-15_SC11,LC-MBT-15_SC14,LC-MBT-15_SC15,LC-MBT-15_SC16,LC-MBT-15_SC20,LC-MBT-15_SC22,LC-MBT-15_SC24,LC-MBT-15_SC25,LC-MBT-15_SC34,LC-MBT-15_SC41,LC-MBT-15_SC42,LC-MBT-15_SC45,LC-MBT-15_SC50,LC-MBT-15_SC51,LC-MBT-15_SC52,LC-MBT-15_SC54,LC-MBT-15_SC55,LC-MBT-15_SC56,LC-MBT-15_SC57,LC-MBT-15_SC58,LC-MBT-15_SC59,LC-MBT-15_SC60,LC-MBT-15_SC62,LC-MBT-15_SC63,LC-MBT-15_SC64,LC-MBT-15_SC65,LC-MBT-15_SC67,LC-MBT-15_SC71,LC-MBT-15_SC72,LC-MBT-15_SC73,LC-MBT-15_SC74,LC-MBT-15_SC75,LC-MBT-15_SC76,LC-MBT-15_SC78,LC-MBT-15_SC79,LC-MBT-15_SC80,LC-MBT-15_SC84,LC-MBT-15_SC85,LC-MBT-15_SC87,LC-MBT-15_SC89,LC-MBT-15_SC92,LC-MBT-15_SC94,LC-MBT-15_SC95,LC-MBT-15_SC96,type=2,type=3,fold-change(PT-MBT),abs_avg_PT,abs_avg_MBT,,,,
ENSG00000184349.8,EFNA5,protein_coding,25.97,157.85,160.5,117.63,73.21,49.5,182.26,1,93.66,22.83,40.38,33.11,16.85,52.05,71.72,149.71,121.94,0,77.9,94.8,36.5,72.66,0.28,54.25,70.49,17.44,125.56,92.87,46.9,40.14,116.91,39.52,37.12,30.05,87.86,4.28,113.22,163.91,180.69,117.86,19.29,17.16,85.82,35.55,27.97,166.79,23.01,36.62,49.5,183.68,1.1,27.25,51.95,2,86.34,111.63,69.17,117.19,159.43,61.87,45.43,0.13,21.63,0.15,118,131.39,37.68,252.34,105.57,38.84,43.06,26.08,83.23,139.1,238.67,99.05,155.33,268.13,184.91,381.47,258.98,492.51,188.81,189.72,135.1,423.87,204.23,194.12,137.37,143.21,258.13,166.83,140.51,259.8,213.31,234.63,29.37,241.51,283.72,297.63,163.65,236.59,259.28,281.06,123.79,290.98,182.03,111.6,90.07,40.99,273.48,118.65,163.81,169.26,156.77,83.59,135.89,179.75,145.74,159.23,112.08,150.41,71.5,90.18,0.14,271.85,9.79E-14,9.97E-11,-115.5287199,76.10883117,191.637551,1,1,2,1
ENSG00000073921.13,PICALM,protein_coding,16.15,54.67,15.72,146.88,21.06,43.81,173.37,2.25,69,7.15,8.9,48.53,34.96,54.48,42.76,64.22,61.69,43.62,47.53,10.82,3.73,78.63,14.71,14.9,31.65,76.64,34.84,13.8,55.71,4.11,17.5,54.3,84.47,14.3,81.64,69.12,9.16,46.68,88.36,47.09,6.99,140.53,16.08,28.37,122.16,40.29,102.8,95.27,25.4,34.62,129.78,18.2,79.54,14.17,27.29,101.76,1.7,49.22,8.46,58.82,34.46,11.49,46.35,184.51,119.27,84.66,20.99,101.38,39.23,42.55,88.87,18.49,50.56,101.59,38.59,16.81,57.87,1.17,10.38,87.17,3.75,18.16,23.11,0.68,51.13,53.22,24.12,67.47,12.12,9.67,14.33,30.99,73.43,93.68,89.71,5.62,68.74,56.93,5.63,15.02,12.27,5.1,26.26,42.08,36.29,107.48,42.86,58.56,30.98,22.38,9.86,108.09,11.55,45.75,8.61,37.24,78.02,0,15.08,57.69,39.94,57.73,3.69,36.51,6.64,16.91,0.019657774,0.012659956,16.14918367,51.53285714,35.38367347,1,1,2,1
ENSG00000008324.6,SS18L2,protein_coding,0.93,131.08,79.89,222.93,254.07,117.44,32.85,1.32,253.2,47.78,139.67,0.83,82.61,114.7,26.17,163.98,47.3,149.77,57.13,9.99,129.98,111.45,3.04,66.91,142.78,224.84,68.51,4.91,158.85,197.67,31.13,76.22,129.2,190.52,82.81,41.71,0,124.08,160.24,9.13,194.59,75.79,91.36,251.96,95.94,21.51,50.15,46.84,155.3,98.88,0,111.93,83.67,31.7,96.87,142.15,0,102.2,164.72,46.19,115.18,355.92,152.88,57.34,68.46,122.34,214.03,9.84,10.8,102.99,49.74,127.17,119.58,64.72,72.77,59.96,62.79,282.17,155.62,322.83,46.84,108.38,249.11,181.37,173.31,169.26,351.89,128.64,134.75,153.07,194.48,425.24,270.15,304.78,91.46,95.41,187.81,108.45,130.22,111.57,139.72,252.42,128.95,168.79,187.16,193.67,223.97,134.5,270.51,412.26,202.48,167.22,59.48,194.73,83.3,116.08,108.17,164.77,251.74,343.2,182.14,281.92,46.77,153.87,124.88,366.37,5.84E-09,5.69E-08,-92.9193321,97.60883117,190.5281633,1,1,2,1
ENSG00000177556.7,ATOX1,protein_coding,156.9,228.95,249.82,63.85,264.93,324.8,416.28,316.8,183.46,116.22,332.15,473.14,117.39,313.45,159.65,220.27,382.5,261.66,272.03,144.92,304.62,471.31,367.17,242.06,461.9,123.44,315.75,127.53,229.24,397.11,344.83,355.34,306.42,229.05,401.14,89.6,460.71,254.6,359.81,286.85,369.36,365.02,281.39,432.26,185.89,197.56,99.64,141.59,321.04,160.07,0,75.23,219.14,0,255,86.75,269.29,147.5,168.86,182.23,182.65,503.94,112.59,0,368.24,55.11,261.97,196.81,663.18,96.18,507.5,230.07,511.88,265.24,444.83,304.35,107.04,775.19,538.95,337.41,410.53,453.94,471.12,351.7,322.87,288.41,743.27,689.39,398.94,328.91,389.79,274.53,607.65,395.19,671.65,432.05,387.48,314.84,399.66,442.66,351.09,662.26,354.13,276.31,357.84,430.46,376.97,621.87,314.92,816.7,420.05,415.09,301.87,426.49,692.93,490.53,638.7,731.39,621.08,731.81,528.51,417.24,717.39,310.54,376.6,379.81,3.65E-13,5.16E-12,-214.8357328,258.4032468,473.2389796,1,1,2,1
ENSG00000143353.7,LYPLAL1,protein_coding,82.45,104.18,3.79,131.74,149.16,177.53,0,96.27,164.71,0,0,19.64,62.92,60.72,4.36,73.96,48.03,0.47,22.52,36.73,128.39,121.17,3.43,73.27,23.43,29.72,176.71,0.72,73.54,2.1,36.52,1.46,51.73,41.39,95.49,18.36,0,24.98,0.99,124.27,148.87,64.72,9.94,0,11.51,90.4,50.41,27.49,215.41,36.75,0,19.33,116.31,0,0,7.72,3.4,13.61,51.16,0,35.48,193.38,17.68,233.34,0,20.78,28.67,0,2,15.53,4.92,19.68,17.91,45.02,0.48,134.1,78.04,197.71,137.53,177.9,109.18,181.89,105.21,88.77,106.83,316.94,125.71,96.03,67.72,296.8,338.52,158.58,286.21,59.54,149.77,357.42,130.97,40.22,186.17,133.23,268.59,103.74,118.05,167,151.72,56,164.27,134.73,183.35,113.18,119.08,294.16,145.2,167.97,49.12,105.8,12.87,85.63,183.9,176.41,232.9,515.39,211.98,208.24,282.72,91.3,8.83E-14,8.47E-11,-115.4868646,51.69987013,167.1867347,1,1,2,1
ENSG00000163798.9,SLC4A1AP,protein_coding,8.13,0,9.57,46.71,5.49,11.65,0.16,2.51,0,33.81,9.36,8.25,0.25,31.06,59.89,5.57,62.97,11.79,4.14,14.28,0,10.05,0.16,68.5,51.05,10.14,11.04,8.8,64.68,101.09,8.37,68.88,51.29,60.98,48.14,32.52,12.51,39.95,63.62,33.6,60.34,24.46,65.62,58.24,43,0.14,29.34,14.79,0,87.15,1.47,4.56,29.05,3.28,0.16,29.38,26.5,12.15,36.92,85.1,29.31,2.08,10.54,111.32,23.89,72.82,35.65,12.75,64.19,63.67,50.58,41.3,72.35,26.33,4.46,25.94,75.64,0,12.96,33.93,0,14.6,12.45,20.62,45.62,41.73,85.53,7.08,1.05,14.09,0.2,2.93,20.39,10.92,9.04,14.66,34.78,0,20.02,15.15,14.53,8.35,30.79,25.24,33.27,17.58,0.11,14.68,7.83,39.64,62.5,15.94,9.37,10.97,2.28,11.57,2.06,0.8,21.52,22.11,33.05,9.72,0.12,2.78,1.98,0.41,0.00148741,0.000463253,14.56690167,31.23935065,16.67244898,1,1,2,1
ENSG00000185088.8,RPS27L,protein_coding,80.62,97.72,35.07,24.93,65.53,157.83,93.58,24.52,184.39,66.44,134.52,79.75,45.93,115.09,30.2,148.98,48.74,72.95,32.47,70.14,19.7,47.62,0,105.05,52.76,108.41,68.76,0,65.59,18.39,107.68,0.47,88.83,17.25,44.64,99.85,14.05,96.33,20.69,84.73,38.5,2.49,2.1,102.82,10.06,24.04,37.05,16.75,48.98,26.77,80.49,0,7.27,0,58.88,64.35,0,98.48,2.36,33.21,1.99,184.16,4,0,60.15,25.03,86.88,0,165.86,93.31,66.43,5.38,98.71,87.44,70.16,72.26,18.27,70.09,55.6,56.84,84.71,62.14,89.33,107.56,77.25,138.67,111.64,96.56,83.83,63.24,70.72,102,84.28,75.28,75.2,156.84,86.92,65.44,42.33,108.17,52.67,93.83,108.74,34.77,127.86,78.77,62.85,74.98,33.7,66.99,173.07,134.08,79.57,145.75,46.06,45.1,25.05,106.81,243.43,24.65,132.3,84.44,94.25,85.23,97.3,156.83,0.000118023,8.16E-05,-32.57348794,56.6861039,89.25959184,1,1,2,1
ENSG00000100664.6,EIF5,protein_coding,355.97,124.6,317.46,398.14,444.1,300.84,280.21,42.99,214.74,516.35,65.79,49.71,212.14,269.43,198.19,347.92,221.9,413.76,232.42,171,368.04,73.74,125.28,193.86,292.4,157.32,205.23,357.89,243.67,35.35,310.9,21.03,572.34,221.79,192.43,433.6,1054.12,464.95,481.94,147.6,14.55,80.43,78.11,146.32,185.21,132,280.79,270.18,161.27,109.21,28.49,171.12,390.44,595.69,345.46,268.33,111.67,749.17,206.05,537.62,955.97,180.78,161.94,30.53,136.85,97.85,33.07,366.1,76.98,78.82,251.78,62.67,66.44,155.87,107.1,68.93,238.15,246.28,376.95,247.7,228.77,130,70.86,10.58,100,15.25,49.47,31.52,101.39,43.6,102.61,83.77,127.84,191.18,389.68,30.83,352.62,21.3,54.8,234.97,257.08,420.94,233.84,144.64,77.12,15.88,140.54,78.62,187.12,0,55.67,76.72,103.4,109.44,123.04,107.82,78.79,33.94,59.28,10.95,141.69,107.53,19.38,169.11,296.63,72.11,0.000219296,3.38E-05,117.7102226,247.5724675,129.8622449,1,1,2,1
ENSG00000148688.9,RPP30,protein_coding,53.63,97.85,129.86,31.12,61.08,39.3,153.4,0,374.54,80.95,26.6,61.74,87.32,42.45,114.78,59.78,55.38,67.23,11.24,4.06,26.33,3.28,26.69,14.13,80.41,76.23,15.52,3.83,3.6,0,140.2,222.03,24.53,64.18,11.18,80.55,238.61,143.25,173.83,51.22,0,62.68,125.19,41.36,191.3,68.99,198.41,92.07,125.71,69.86,0,79.99,119.54,129.12,229.82,199.92,342.52,61.42,142.65,37.87,52.41,130.42,54.23,225.29,36.37,136.39,64.51,109.44,12.66,269.34,54.6,14.33,75.78,116.43,21.43,8.93,148.11,49.85,73.98,181.53,121.68,132.44,232.52,261.17,86.38,208.66,195.63,162,226.38,131.78,233.55,66.03,78.35,354.67,86.1,91.09,101.8,95.89,124.2,110.8,293.2,266.42,94.41,167.3,116.79,162.34,125.41,55.07,215.93,261.18,127.87,161.04,147.4,14.49,239.6,269.59,205.77,221.75,283.11,50.58,254.48,354.56,148.2,140.48,226.34,249.62,2.53E-07,4.18E-07,-80.23471243,88.32467532,168.5593878,1,1,2,1
ENSG00000117133.6,RPF1,protein_coding,31.73,0.69,19.08,0,38.65,51.64,0.37,0,31.33,50.06,2.27,0,0,0,0,15.77,8.82,13.99,0,0,62.21,0,0.72,13.89,54,0,11.17,0,0.9,14.41,0,4.83,1.14,9.65,66.32,0.99,14.42,53.64,31.66,17.29,0,3.69,23.5,7.88,1.01,61.76,71.73,8.46,1.62,0,0,2.22,65.36,0,2.37,64.15,0,70.62,21.68,24.67,21.94,0,88.48,0,35.14,58.39,44.2,3.18,54.42,52.38,13,8.41,0,0,78.07,0,40.05,135.27,61.72,33.91,19.89,47.02,52.41,17.41,13.57,13.53,10.86,58.06,5.85,11.16,4.63,77.34,12.4,50.63,22.15,60.65,10.51,67.03,31.33,7.18,103.36,52.75,40.98,25.91,55.8,245.52,16.49,67.51,80.93,64.34,12.89,10.4,47.86,18.68,19.71,48.56,212.32,83.15,38,72.67,96.12,80.27,12.3,132.32,0.73,30.63,9.60E-06,0.000148384,-30.78231911,20.13012987,50.91244898,1,1,2,1
ENSG00000143321.14,HDGF,protein_coding,19.27,76.69,52.55,102.22,17.82,13.28,33.97,51.64,109.39,19.83,47.47,31.64,54.66,1.4,36.77,52.7,27.17,36.81,39.48,20.19,24.68,22.63,39.64,50.93,75.56,82.29,11.82,61.56,24.53,38.78,28.01,20.94,30.17,23.45,1.31,137.84,51.21,99.01,54.25,30.43,42.97,64.27,69.64,54.64,37.38,90.77,38.21,63.71,4.06,80.1,36.11,34.54,69.32,72.3,47.6,46.31,78.36,73.48,24.8,49.42,64.27,3.13,75.12,49.49,84.32,90.98,39.93,143.47,51.66,46.4,83.7,23.96,31.81,93.31,139.12,73.58,87.45,121.27,105.73,55.3,49.96,68.35,11.58,45.54,61.24,101.26,41.94,95.03,72.06,55.77,80.96,51.62,98.59,55.62,126.57,56.46,76.58,100.97,66.16,74.75,50.72,111.96,47.68,34.08,49.69,54.17,88.04,58.84,74.22,47.7,141.71,70.42,131.37,19.54,134.71,75.76,67.77,60.95,82.25,34.94,57.75,104.39,26.01,77.79,86.57,94.04,0.000417041,0.000400326,-20.45346939,52.12571429,72.57918367,1,1,2,1
ENSG00000148660.16,CAMK2G,protein_coding,11.77,21.31,21.06,0,8.43,0,0,0.12,4.54,14.94,0,0.21,2.34,17.92,5.44,3.73,22.39,0.8,11.46,12.53,0,14.22,0,12.68,2.78,18.63,0,35.71,0,0.13,1.76,0,9.67,13.81,8.6,0,0,0,0,71.88,2.69,1.04,0,0.35,2.97,0,0.19,35.64,31.3,0,0,50.93,3.51,1.07,12.15,0.45,4.3,0,0,2.63,27.54,0,59.75,0,0,0.71,0.7,0,51.21,15.25,21.77,9.73,0,84.46,0,17.23,6.18,1.51,75.62,29.11,21.73,42.45,42.33,106.67,57.18,2.98,77.05,10.79,73.41,15.09,33.6,3.91,32.56,37.02,1.75,25.86,4.34,158.17,21,9.29,20.12,48.4,14.07,54.9,0.5,21.52,57.84,3.63,3.26,79.88,40.92,26.58,13.02,44.33,3.96,39.21,31.16,30.83,27.22,3.21,3.17,0,37.17,14.38,0.37,58.27,1.90E-06,3.64E-05,-21.57044527,10.29363636,31.86408163,1,1,2,1
ENSG00000230055.2,CISD3,protein_coding,19.97,92.82,51.79,136.93,45.21,65.95,61.86,2.43,0,15.37,7.55,10.85,49.78,30.8,19.7,44.92,76.69,62.83,12.13,0,4.29,6.32,66.98,9.8,20.49,21.03,22.12,8.36,41.01,0.79,28.79,91.27,67.44,22.96,66.07,80.99,12.92,46.67,92.93,30.21,33.35,33.4,16.45,5.9,38.72,22.45,28.5,36.68,34.87,120.64,0,52.61,33.63,0,26.41,22.27,98.68,12.68,64.06,54.03,18.06,0,35.92,0,37.49,20.43,40.24,9.36,4.75,33.44,9.59,6.99,18.99,9.27,69.44,13.32,18.75,92.66,60.64,117.02,103.74,86.56,22.84,83.84,48.37,33.34,58.83,85.49,36.8,54.82,40.71,92.99,48.56,115.31,46.47,187.8,65.1,21.87,58.78,34.71,61.75,42.09,20.99,57.25,11.46,37.35,32.37,54.88,52.25,107.37,39.02,104.03,82.39,50.65,32.53,34.44,10.73,32.54,61.08,89.47,19.78,34.6,109.7,52.92,9.59,85.76,2.67E-05,5.77E-05,-25.51745826,34.16090909,59.67836735,1,1,2,1
ENSG00000070061.10,IKBKAP,protein_coding,1.21,4.32,14.16,5.24,33.64,2.67,0.56,2.13,13.24,0,0,9.97,4.87,128.03,7.15,8.61,1.67,61.19,24.78,0.19,34.89,0,3.57,6.83,7.03,30.69,15.79,8.04,0.15,4.8,7.08,36.43,12.92,9.16,17.7,10.93,0,1.19,5.48,14.81,0,23.48,12.37,33.47,14.07,1.52,0.32,167.21,0,4.66,0,36.4,6.71,4.76,3.88,18.35,66.86,0.49,15.5,0,23.14,0,31.37,0,3.48,10.27,16.78,0,21.44,5.85,2.02,6.62,1.53,13.46,4.97,1.57,30.52,76.22,10.83,28.79,49.59,30.3,5.34,77.69,2.7,3.49,0.63,31.81,18.03,18.95,15.65,5.5,3.08,14.14,7.86,2.91,16.21,36.3,28.64,1.33,6.55,99.96,31.82,0.65,4.11,0.13,31.49,8.49,126.03,2.49,99.39,62.69,3.51,54.59,0.3,47.13,54.36,18.25,9.91,60.75,4.22,35.84,3.83,26.43,0,1.28,0.02554975,0.031467088,-11.39658627,14.72974026,26.12632653,1,1,2,1
ENSG00000121741.12,ZMYM2,protein_coding,9.06,10.56,16.16,0.13,1.03,29.71,0.07,61.9,56.96,34.17,52.24,2.4,29.24,0.23,0,22.88,18.64,56.72,129.3,0,1.78,0.15,2.09,34.73,0,9.91,2.9,4.3,26.54,10.5,99.53,6.88,27.14,4.24,63.79,0,44.76,1.19,20.52,78.92,27.85,13.54,5.71,72.48,0.91,0,72.63,0,127.94,11.33,18.56,0,0.81,3.23,23.45,1.73,11.55,0,11.7,0,107.82,130.57,64.99,62.5,0,8.35,1.29,2.43,0,2.87,14.87,43.61,62.07,19.98,0.23,0.27,13.52,0,0.11,0,0,6.94,1.39,0,34.54,1.74,2.17,11.12,19.61,8.86,4.71,27.52,0.73,0.6,1.56,0,0,140.29,13.67,0,5.15,6.59,2.85,6.31,21.69,4.26,24.89,30.91,0,0,61.01,1.26,0,2.7,0,40.65,23.93,0,16.66,0.2,0.35,0.89,0,39.75,0,66.62,0.033326697,0.02300736,11.90332096,24.80597403,12.90265306,1,1,2,1
ENSG00000174720.11,LARP7,protein_coding,8.41,125.93,48.75,18.21,36.59,43.97,94.42,15.86,63.89,92.35,26.01,4.02,51.27,83.49,24.13,21.38,7.02,46.8,80.23,29.86,111.62,4.83,18.09,20.78,60.21,80.94,125.37,73.84,84.41,4.19,18.03,44.57,48.9,11.1,7.37,101.25,157.24,34.68,39.31,31.12,27.31,86.58,104.59,64.12,51.7,118.13,50.11,68.27,60.48,73.23,0,23.32,92.96,88.86,52.1,19.52,80.32,38.14,42.27,46.55,64.91,30.92,28.26,115.97,17.83,87.04,126.13,163.55,126.36,56.69,3.1,156.09,83.66,29.37,48.86,56.21,110.84,2.56,41.66,27.72,30.15,32.69,91.89,46.77,16.96,28.42,66.94,3.51,64.67,31.49,66.83,12.5,8.86,18.6,25.64,15,35.42,67.77,96.69,33.11,36.89,34.68,59.39,33.2,32.36,35.7,126.34,22.69,99.33,68,10.52,66.46,27.78,7.41,69.33,57.96,7.32,31.04,38.32,38.41,59.66,5.03,76.34,28.3,87.29,74.4,0.02128143,0.013245429,15.51675325,58.3738961,42.85714286,1,1,2,1
ENSG00000140905.5,GCSH,protein_coding,0,0,22.33,0,20.5,37.89,0,8.29,6.64,0,111.31,0,0,3.58,16.38,1.72,0,0,20.03,0,11.91,16.73,0,3.95,0,13.96,13.71,3.05,17.28,0,0,2.61,17.23,2.64,43.62,27.06,11.12,38.35,1.22,37.39,11.22,1.96,21.71,15.03,42.83,33.74,6.34,1.24,20.95,2.98,2.43,9.06,17.76,22.07,5.65,7.84,11.1,34.15,7.21,13.95,9.16,12.75,0.88,0,13.38,10.46,13.51,5,0,47.73,0,0.31,0,13.07,65.53,12.8,0,30.49,78.47,29.15,44.75,70.35,56.92,18.52,32.17,49.6,6.97,24.91,2.84,23.35,1.75,20.6,58.14,32.53,15.34,57.36,12.36,1.84,15.76,41.39,64.37,42.17,35.17,18.19,9.29,0,0,16.04,24.9,0,55.2,13.55,21.17,92.66,67.98,9.23,54.49,29.99,31.44,3.54,44.82,27.11,37.5,17.07,0,6.01,1.48E-05,5.43E-05,-16.49693878,13.04285714,29.53979592,1,1,2,1
ENSG00000111711.5,GOLT1B,protein_coding,28.23,44.47,18.48,1.9,91.75,40.55,15.25,0,95.16,113.41,168.3,6.82,90.53,53.07,13.14,69.42,26.04,104.79,13.47,122.22,318.06,95.74,0.12,32.32,128.41,261.27,116.5,0,110.72,0,49.7,5.07,75.07,42.2,79.62,178.39,15.39,127.52,227.77,43.61,84.22,141.32,16.4,130.04,123.87,205.92,149.55,87.12,19.84,297.67,11.75,134.15,69.15,0.49,107.57,154.55,16.59,20.81,147.16,104.61,17.12,155.06,175.2,0.53,73.32,76.66,89.44,127.4,44.55,99.35,181.45,70.3,142.47,134.11,282.47,309.83,179.67,84.22,121.05,53.63,116.4,94.28,77.81,3.81,46.89,111.75,160.65,54.93,136.69,130.59,63.96,57.81,44.19,108.38,45.34,77.73,143.03,0.12,42.89,56.71,81.51,125.06,38.16,125.89,37.77,32.26,0,29.03,11.37,68.28,59.83,81.98,31.42,59.25,17.54,74.27,35.7,132.84,2.57,38.03,65.25,2.06,68.95,77.14,110.15,117.95,0.043006545,0.022396775,25.07423006,93.58688312,68.51265306,1,1,2,1
ENSG00000102699.5,PARP4,protein_coding,17.95,53.73,11.45,0,14.04,3.09,12.61,0,26.45,14.45,23.06,43.64,13.77,46.69,35.17,6.38,28.99,17.19,19.96,2.45,2.11,0.14,0,27.29,21.82,0.24,0,47.09,24.92,0.08,40.2,0.07,17.71,6.01,0,0.21,12.55,7.9,53.54,15.96,4.55,70.19,16.17,14.5,3.33,79.63,3.28,23.68,0,131.21,50.13,0,19.8,0,8.91,0,25.86,50.83,38.59,0.34,10.66,31.77,31.79,17.12,53.79,4.49,8.97,41.23,20.32,9.56,12.3,12.88,2.43,1.41,31.92,21.27,47.39,0.29,9.58,21.4,0,14.36,0.43,17.59,2.69,12.4,28.14,17.51,27.18,2.77,2.57,5.06,2.51,0,7.69,2.81,1.68,7.99,5.68,33.3,0.14,4.24,39.52,30.56,20.53,0,3.14,12,5.3,22.57,23.97,14.79,32.58,29.5,0.15,26.6,19.86,1.03,6.6,4,11.43,0.15,0.62,30.62,0,20.18,0.016441867,0.006446039,8.46690167,20.37935065,11.91244898,1,1,2,1
ENSG00000078319.7,PMS2P1,pseudogene,35.76,13.01,6.49,20.15,2.99,7.41,20.44,79.87,0.4,79.11,0,99.72,34.71,17,5.02,17.49,3.07,23.83,88.71,0,6.14,63.69,0,2.81,0,0.52,0,6.71,12.86,0,45.42,29.91,13.95,0,1.51,0,49.24,3.96,0,0,16.86,9.77,2.04,19.43,25.97,8.51,7.76,28.59,15.17,29.39,0,0.61,29.1,161.42,0,0,0,50.88,7.44,0.58,3.61,8.09,33.23,0,0,7.32,0,0.95,0,20.79,8.43,24.27,0,0.52,0,32.37,13.53,16.03,101.55,78.31,20.16,36.02,24.12,4.25,6.57,7.67,58.56,46.15,69.91,53.19,110.26,21.91,37.1,11.09,25.59,28.01,0.33,3.56,41.86,23.27,51.74,10.94,14.1,52.85,36.55,0,91.49,117.11,32.41,53.14,64.47,38.42,62.72,35.94,75.12,62.04,27.59,6.98,63.86,42.81,21.11,50.73,128.48,10.09,0,48.95,2.11E-05,4.56E-05,-23.68552876,17.64324675,41.32877551,1,1,2,1
ENSG00000164985.10,PSIP1,protein_coding,2.85,62.96,71.98,45.64,7.6,9.9,31.09,24.14,3.17,23.91,1.96,16.49,105.17,175.43,91.41,86.54,35.8,43.77,2.23,6.79,35.76,74.11,67.22,18.32,30.59,65.8,6.03,54.67,6.73,6.55,1.21,9.7,45.65,14.02,4.8,109.91,15.42,28.1,3.52,25.09,25.24,5.61,95.76,2.09,26.7,71.84,33.52,83.33,5.87,39.68,32.18,83.29,51.64,0.5,18.06,87.36,189.89,24.57,31.44,116.55,42.61,188.54,133.05,444.23,10.06,77.88,59.54,19.94,15.37,70.16,66.48,55.92,74.18,144.85,146.78,31.36,86.37,12.11,31.24,43.62,7.59,26.63,11.21,15.31,51.61,22.16,19.84,6.86,91.87,2.99,1.37,2.89,0.74,22.64,12.01,6.06,0,2.02,14.68,3.38,38.8,40.42,18.72,23.94,12.01,35.53,0.74,36.14,68.94,28.18,4.82,5.06,11.93,4.84,4.31,32,25.24,1.54,51.05,50.4,9.68,76.55,2.49,50.02,0.79,21.14,0.000882074,9.00E-05,32.36749536,54.08402597,21.71653061,1,1,2,1
ENSG00000163512.9,AZI2,protein_coding,113.42,120.47,37.72,73.23,106.06,116.26,53.71,60.11,100.36,63.83,72.9,186.83,138.21,222.08,10.09,183.08,11.8,47.03,90.49,380.33,82.42,45.11,2.6,325.53,2.49,6.84,267.1,35.56,29.36,7.64,119.01,6.88,23.26,36.54,48.89,317.97,41.14,7.67,93.85,99.45,188.58,99.72,43.39,242.94,49.72,0,112.39,7.13,104.58,114.1,17.68,78.95,51.89,17.58,109.63,194.52,231.93,119.75,159.34,0,54.82,0.12,223.09,0,112.61,107.41,49,48.09,346.65,78.29,0.68,39.67,60.52,310.96,19.2,72.35,136.42,370.59,164.47,142.2,90.48,84.82,6.67,109.51,130.65,111.18,36.12,108.47,18.72,220.22,159.92,163.85,171.34,40.02,13.28,207.26,69.01,99.19,176.54,35.74,115.26,164.28,184.48,140.53,55.34,112.45,212.86,132.88,61.86,113.12,16.5,90.49,203.33,180,98.74,197.4,122.44,330.15,132.29,199.28,65.01,162.86,224.68,175.45,5.48,47.58,0.043458594,0.036762451,-32.07374768,95.98727273,128.0610204,1,1,2,1
